Year,White Rhino Population,Black Rhino Population,Rhino Poaching,Rhino Horns Seized
2018,18,067,5,495,769,1,832
2019,16,774,5,748,594,2,689
2020,15,820,5,987,394,769
2021,15,942,6,195,451,575-923
